ShopName,Date,Prefecture,longitude,latitude,Open,genres
中洲川端コーヒー&ドーナツ,2015-12-10,福岡県,130.40615031529734,33.59340998073319,1, #ドーナツ
ミスタードーナツ ららぽーと立川立飛ショップ,2015-12-10,東京都,139.41571131535156,35.71317698018693,1, #ドーナツ
JACK IN THE DONUTS イオンモール常滑店,2015-12-04,愛知県,136.8238653153299,34.88109298038859,1, #ドーナツ
dip bagel & soup style,2015-12-03,福岡県,130.79231767973795,33.86689598075159,1, #ドーナツ
クリスピー・クリーム・ドーナツ アトレ浦和店,2015-11-25,埼玉県,139.6553583152576,35.8583199801534,1, #ドーナツ
フロレスタ北千里駅前店,2015-11-25,大阪府,135.50818131522936,34.82067998040378,1, #ドーナツ
フロレスタ 大倉山,2015-11-25,神奈川県,139.6281782050344,35.522146980231675,1, #ドーナツ
JACK IN THE DONUTS イオンタウン成田富里店,2015-11-19,千葉県,140.32014231516825,35.77837533224568,1, #ドーナツ
ミスタードーナツ ららぽーとEXPOCITYショップ,2015-11-19,大阪府,135.5332663151742,34.80519538512236,1, #ドーナツ
MOSDO関西国際空港ショップ,2015-11-16,大阪府,135.2419103151657,34.434360404943746,1, #ドーナツ
ミスタードーナツ武生楽市ショップ,2015-11-11,福井県,136.19052931525897,35.90751298014213,1, #ドーナツ
CANVAS TOKYO （キャンバス トウキョウ）,2015-11-05,東京都,139.71803267980442,35.64917433943353,1, #ドーナツ
ジャックインザドーナッツ イオン和泉府中店,2015-11-03,大阪府,135.41863631534707,34.485617402214395,1, #ドーナツ
フロレスタ泉ヶ丘駅前店,2015-10-29,大阪府,135.51004231518337,34.4966489804874,1, #ドーナツ
ミスタードーナツららぽーと海老名ショップ,2015-10-29,神奈川県,139.38689431520967,35.455794980247425,1, #ドーナツ
フロレスタイオンタウン宇多津店,2015-10-24,香川県,133.80817531517823,34.30837898053701,1, #ドーナツ
ミスタードーナツ イオンモール四條畷店,2015-10-23,大阪府,135.6272843151902,34.746094980422775,1, #ドーナツ
ミスタードーナツ 江坂芳野町ショップ,2015-10-01,大阪府,135.48860000000002,34.756811,1, #ドーナツ
a little＋bagel,2015-09-25,愛知県,136.994392,35.172499,1, #ドーナツ
ミスタードーナツ mozoワンダーシティ　ショップ,2015-09-11,愛知県,136.88412599999998,35.224961,1, #ドーナツ
はらドーナッツ 川崎アゼリア店,2015-07-31,神奈川県,139.69793900000002,35.530091,1, #ドーナツ
HATTORI BAGEL,2015-07-27,岡山県,133.91791700000002,34.669205999999996,1, #ドーナツ
クリスピー・クリーム・ドーナツ Mercedes me Tokyo HANEDA,2015-07-22,東京都,139.788679,35.551027,1, #ドーナツ
ミスタードーナツ イオンモールとなみショップ,2015-07-14,富山県,136.947214,36.641503,1, #ドーナツ
ポコベーグルカフェ,2015-07-01,東京都,139.75624299999998,35.661046999999996,1, #ドーナツ
DOMINIQUE ANSEL BAKERY TOKYO,2015-06-20,東京都,139.708628,35.666354,1, #ドーナツ
クリスピー・クリーム・ドーナツ ゆめタウン廿日市店,2015-06-11,広島県,132.33549299999999,34.345884,1, #ドーナツ
ミスタードーナツ ゆめタウン廿日市ショップ,2015-06-11,広島県,132.33549299999999,34.345884,1, #ドーナツ
フロレスタ浜松さんじの店,2015-06-04,静岡県,137.756271,34.695595,1, #ドーナツ
フロレスタ小田急マルシェ多摩センター店,2015-05-20,東京都,139.42450499999998,35.62502,1, #ドーナツ
MORGAN COFFEE 星が丘店,2015-03-13,愛知県,136.985011,35.16176300000001,1, #ドーナツ
ミスタードーナツ 東神楽ショップ,2015-03-13,北海道,142.40685399999998,43.723307,1, #ドーナツ
はらドーナッツ イオンモール浜松市野店,2014-11-20,静岡県,137.76308699999998,34.74003100000001,1, #ドーナツ
ミスタードーナツ くずはモールショップ,2014-03-12,大阪府,135.677415,34.85978899999998,1, #ドーナツ
ドーナッツプラント イクスピアリ店,2013-02-01,千葉県,35.794146,139.793837,1, #ドーナツ
クリスピー・クリーム・ドーナツららぽーと豊洲店,2013-01-17,東京都,35.654413,139.792464,1, #ドーナツ
クリスピー・クリーム・ドーナツ新大阪駅店,2012-12-12,大阪府,33.59311,130.398749,1, #ドーナツ
ミスタードーナツ イオンモール札幌発寒ショップ,2012-12-01,北海道,38.297932,140.827091,1, #ドーナツ
クリスピー・クリーム・ドーナツアリオ鷲宮店,2012-11-21,埼玉県,36.078777,139.661658,1, #ドーナツ
クリスピー・クリーム・ドーナツ JR川崎駅構内店(催事店舗),2012-11-18,神奈川県,36.521717,139.03334,1, #ドーナツ
ミスタードーナツ イオン仙台中山ショップ,2012-11-15,宮城県,35.699798,139.480399,1, #ドーナツ
ミスタードーナツ 国分寺マルイショップ,2012-11-15,東京都,35.50758,139.44463,1, #ドーナツ
クリスピー・クリーム・ドーナツ イオンモール大日店,2012-11-15,大阪府,34.728949,138.455511,1, #ドーナツ
ミスタードーナツ 中央林間駅ビルショップ,2012-11-07,神奈川県,34.614491,133.914585,1, #ドーナツ
ミスタードーナツ 大手町フィナンシャルシティ店,2012-11-01,東京都,35.68842,139.766017,1, #ドーナツ
Canezees Cafe（ケンジーズカフェ）,2012-10-28,福岡県,35.32056,139.469885,1, #ドーナツ
ミスタードーナツ ハピータウン岡南ショップ,2012-10-26,岡山県,34.728949,138.455511,1, #ドーナツ
ミスタードーナツ サンリブもりつねショップ,2012-10-24,福岡県,33.836932,130.875449,1, #ドーナツ
ミスタードーナツ タイヨー永利ショップ,2012-10-09,鹿児島県,34.18788,134.613561,1, #ドーナツ
ミスタードーナツ パワーシティ鳴門ショップ,2012-10-05,徳島県,134.611955,34.187011,1, #ドーナツ
クリスピークリームドーナツ リバーウォーク北九州店,2012-10-04,福岡県,35.683016,139.768417,1, #ドーナツ
ミスタードーナツ フォレオ博多ショップ,2012-10-02,福岡県,34.733632,135.430576,1, #ドーナツ
クリスピークリームドーナツさんすて岡山店,2012-10-02,岡山県,34.666076,133.916838,1, #ドーナツ
フロレスタ福山ポートプラザ店,2012-09-11,広島県,35.464375,139.620462,1, #ドーナツ
ベーグル＆ベーグル JR大阪駅店,2012-08-14,大阪府,35.70305,139.579548,1, #ドーナツ
ミスタードーナツ 東武練馬 ショップ,2012-08-10,東京都,34.976852,136.169322,1, #ドーナツ
ミスタードーナツ アルプラザ水口 ショップ,2012-07-21,滋賀県,35.450124,139.631567,1, #ドーナツ
ミスタードーナツ 桜木町駅前 ショップ,2012-07-20,神奈川県,34.852106,136.457806,1, #ドーナツ
本輪菓京都本店,2012-07-07,京都府,35.003994,135.767254,1, #ドーナツ
ミスタードーナツ チトセピア ショップ,2012-07-04,長崎県,26.190652,127.709823,1, #ドーナツ
ミスタードーナツ サンエーつかざん ショップ,2012-07-04,沖縄県,26.27465,127.72973,1, #ドーナツ
はらドーナッツ+はらロール　エミオ所沢店,2012-06-12,埼玉県,36.5626,136.362305,1, #ドーナツ
イクミママのどうぶつドーナツ！,2012-06-06,神奈川県,35.565467,139.650843,1, #ドーナツ
ミスタードーナツイオンモール福津 ショップ,2012-04-21,福岡県,33.751926,130.493267,1, #ドーナツ
ミスタードーナツライフなんば ショップ,2012-04-21,大阪府,35.622,140.189679,1, #ドーナツ
ミスタードーナツラパーク千城台 ショップ　,2012-04-21,千葉県,35.753343,139.709626,1, #ドーナツ
MOSDO恵比寿店,2012-04-01,東京都,35.674325,139.761304,1, #ドーナツ
クリスピー・クリーム・ドーナツ 京橋京阪モール店,2012-03-22,大阪府,35.734286,139.427469,1, #ドーナツ
クリスピークリームドーナツ マリノアシティ福岡店,2012-03-11,福岡県,34.235701,135.177562,1, #ドーナツ
横浜ポルタ店（はらドーナッツとはらロールのコラボ店舗）,2012-03-09,神奈川県,35.46514,139.623533,1, #ドーナツ
蒸どーなつ和っ花JR大阪駅店,2012-03-06,大阪府,34.70193,135.494943,1, #ドーナツ
はらのキッチンプラス松坂屋名古屋店,2012-03-02,愛知県,35.166727,136.907713,1, #ドーナツ
クリスピークリームドーナツららぽーと横浜店,2012-03-01,神奈川県,35.516553,139.566375,1, #ドーナツ
ミスタードーナツ イオン日向ショップ,2012-02-21,宮崎県,32.424665,131.651005,1, #ドーナツ
フロレスタ清瀬店,2012-02-20,東京都,36.5626,136.362305,1, #ドーナツ
ミスタードーナツ 大安寺ショップ,2012-02-15,岡山県,35.702867,139.577962,1, #ドーナツ
どーなつ家,2012-02-13,鹿児島県,43.052888,141.318627,1, #ドーナツ
ミスタードーナツ盛岡フェザン店,2012-02-11,岩手県,34.824602,137.374935,1, #ドーナツ
フロレスタ麻布十番店,2012-02-08,東京都,35.657057,139.732575,1, #ドーナツ
ミスタードーナツ フレスポ八潮 ショップ　,2012-01-28,埼玉県,35.726828,139.696496,1, #ドーナツ
クリスピー・クリーム・ドーナツ　イオンモールナゴヤドーム前店,2011-12-21,愛知県,35.46781,139.619976,1, #ドーナツ
ミスタードーナツ銀座ナイン ショップ　,2011-12-01,東京都,35.66833,139.759438,1, #ドーナツ
フロレスタ四天王寺店,2011-11-26,大阪府,34.007981,130.943052,1, #ドーナツ
クリスピー・クリーム・ドーナツ アリオ倉敷店,2011-11-24,岡山県,34.60393,133.764371,1, #ドーナツ
フロレスタ ザ・モール周南店,2011-11-13,山口県,34.704181,135.497615,1, #ドーナツ
クリスピー・クリーム・ドーナツ テラスモール湘南店,2011-11-10,神奈川県,35.337569,139.446115,1, #ドーナツ
べーグル日和,2011-11-03,東京都,35.400915,139.532569,1, #ドーナツ
ミスタードーナツ阪急豊中店,2011-11-02,大阪府,31.550434,130.5285,1, #ドーナツ
ベーグル＆ベーグルアトレ上野店,2011-10-30,東京都,35.686186,139.730197,1, #ドーナツ
はらドーナッツとはらロール　エキュート赤羽店,2011-09-22,東京都,35.371118,139.613303,1, #ドーナツ
クリスピー・クリーム・ドーナツ ジャズドリーム長島店,2011-09-20,三重県,35.542659,139.447385,1, #ドーナツ
ドー･ドーナツ,2011-09-18,栃木県,35.714645,139.686936,1, #ドーナツ
フロレスタ鶴屋百貨店,2011-09-17,熊本県,36.5626,136.362305,1, #ドーナツ
はらドーナッツアトレ亀戸店,2011-09-15,東京都,34.664629,134.969444,1, #ドーナツ
nicoドーナツ 広尾店,2011-09-15,東京都,35.016958,135.71218,1, #ドーナツ
フロレスタ藤崎店,2011-09-12,福岡県,36.5626,136.362305,1, #ドーナツ
はらドーナッツ天神西通り店,2011-07-14,福岡県,36.5626,136.362305,1, #ドーナツ
にゃんこのしっぽ相模原店,2011-07-01,神奈川県,35.483744,138.795383,1, #ドーナツ
クリスピー・クリーム・ドーナツららぽーと甲子園店,2011-06-30,兵庫県,34.682497,135.504715,1, #ドーナツ
まるこばあちゃんのドーナツ屋ＪＲ岸辺店,2011-05-06,大阪府,36.320528,139.011224,1, #ドーナツ
ミスタードーナツ小田急ＯＸ経堂 ショップ,2011-04-26,東京都,35.651505,139.635762,1, #ドーナツ
クリスピー・クリーム・ドーナツ　あべのキューズモール店,2011-04-25,大阪府,34.644683,135.511487,1, #ドーナツ
クリスピー・クリーム・ドーナツ北千住ルミネ店,2011-04-21,東京都,35.695009,139.813799,1, #ドーナツ
ドーナッツプラントスマーク伊勢崎店,2011-03-29,群馬県,35.692637,139.722185,1, #ドーナツ
ミスタードーナツイオン伊丹昆陽 ショップ,2011-03-20,兵庫県,34.785981,135.381946,1, #ドーナツ
ミスタードーナツ具志川メインシティ ショップ,2011-03-20,沖縄県,35.665438,138.565664,1, #ドーナツ
ミスタードーナツ甲府エクラン ショップ,2011-03-20,山梨県,33.197435,131.609945,1, #ドーナツ
クリスピー・クリーム・ドーナツ　横浜駅西口 ザ・ダイヤモンド店,2011-02-17,神奈川県,36.5626,136.362305,1, #ドーナツ
ミスタードーナツアピタ稲沢 ショップ,2011-02-16,愛知県,33.653861,130.811076,1, #ドーナツ
nicoドーナツ麻布十番店,2010-12-12,東京都,34.765534,135.244478,1, #ドーナツ
ミスタードーナツ福山緑町ショップ,2010-11-23,広島県,35.539684,136.905038,1, #ドーナツ
ミスタードーナツオークワ美濃ショップ,2010-11-19,岐阜県,31.86057,131.387753,1, #ドーナツ
ミスタードーナツクロスモール清武 ショップ,2010-11-18,宮崎県,35.848892,139.850249,1, #ドーナツ
クリスピー・クリーム・ドーナツ四条烏丸店,2010-09-22,京都府,35.0023,135.759687,1, #ドーナツ
フロレスタ泉ヶ丘駅前店,2021-10-29,大阪府,135.51009971567913,34.496768001619756,0, #ドーナツ
JACK IN THE DONUTS イオン藤井寺店,2021-10-17,大阪府,135.5908959156805,34.57431939748301,0, #ドーナツ
ミスタードーナツ新宿小田急エースショップ,2021-09-29,東京都,139.69640651569978,35.69024113708441,0, #ドーナツ
ミスタードーナツ宇和島ショップ,2021-06-02,愛媛県,132.5667403157891,33.23456698083635,0, #ドーナツ
ドーナツ屋きんぞう,2021-04-10,京都府,135.76920351295738,35.03019138035134,0, #ドーナツ
ドーナッツプラント白金台店,2021-02-18,東京都,139.72095597939517,35.63684864010966,0, #ドーナツ
ミスタードーナツ阪急石橋ショップ,2020-12-25,大阪府,135.4433024283335,34.80715252656469,0, #ドーナツ
ミスタードーナツ小田急永山ショップ,2020-11-24,東京都,139.44587441583604,35.630079480206255,0, #ドーナツ
ミスタードーナツ福江ショップ,2020-11-22,長崎県,128.81312782924078,32.6954539988123,0, #ドーナツ
ミスタードーナツ セレオ甲府ショップ,2020-11-04,山梨県,138.56670696583697,35.66689883019761,0, #ドーナツ
はらドーナッツ自由が丘店,2020-10-28,東京都,139.67038682926045,35.60845399876322,0, #ドーナツ
ミスタードーナツ枚方長尾ショップ,2020-10-27,大阪府,135.7013203129534,34.82568518040267,0, #ドーナツ
クリスピー・クリーム・ドーナツ神戸元町店,2020-10-24,兵庫県,135.18889730675247,34.688919167442954,0, #ドーナツ
クリスピー・クリーム・ドーナツ イオンタウンユーカリが丘店,2020-10-24,千葉県,140.15179162159617,35.72668099843957,0, #ドーナツ
クリスピー・クリーム・ドーナツ 八王子オーパ店,2020-10-23,東京都,139.33557068001207,35.65513398029742,0, #ドーナツ
ミスタードーナツ 藤が丘東ショップ,2020-10-09,愛知県,137.01984231582705,35.182730980313536,0, #ドーナツ
ミスタードーナツ 朝霧ショップ,2020-08-22,兵庫県,135.01739712925928,34.64444729877803,0, #ドーナツ
ジャックイン・ザ・ワールド ドーナッツレイクタウン店,2020-08-14,埼玉県,139.82247021584107,35.877477880149186,0, #ドーナツ
ミスタードーナツ イズミヤ大久保ショップ,2020-07-24,京都府,135.77624382925947,34.86828499877448,0, #ドーナツ
ミスタードーナツ青葉台ショップ,2020-06-28,神奈川県,139.5141153158344,35.543699980226585,0, #ドーナツ
ミスタードーナツ 下中野ショップ,2020-06-28,岡山県,133.90250040560198,34.636458080451064,0, #ドーナツ
ミスタードーナツ 西条ショップ,2020-06-28,愛媛県,133.1987690158025,33.93097838063914,0, #ドーナツ
ミスタードーナツ イズミヤ松原ショップ,2020-06-07,大阪府,135.56182497536273,34.57449898205759,0, #ドーナツ
ミスタードーナツ 光が丘IMAショップ,2020-06-07,東京都,139.62860874070182,35.7593809401293,0, #ドーナツ
ミスタードーナツ いわき駅前ショップ,2020-05-28,福島県,140.89237001299853,37.05702107989646,0, #ドーナツ
たまごのがっこう,2020-05-25,愛知県,137.426873715818,34.723437780428775,0, #ドーナツ
ミスタードーナツ 長野駅前ショップ,2020-05-24,長野県,138.18702220564253,36.644175979981114,0, #ドーナツ
ミスタードーナツ 津ステーションショップ,2020-05-24,三重県,136.51234551581823,34.735363530425566,0, #ドーナツ
JACK IN THE DONUTS イオン新潟青山店,2020-05-21,新潟県,139.00472461301632,37.896378279737604,0, #ドーナツ
ミスタードーナツ イズミヤ 百舌鳥ショップ,2020-05-18,大阪府,135.5008906056007,34.56164758047033,0, #ドーナツ
ミスタードーナツイズミヤ多田ショップ,2020-05-18,兵庫県,135.4149878158206,34.85867228039409,0, #ドーナツ
ミスタードーナツ ベイドリーム清水ショップ,2020-05-14,静岡県,138.49930911295652,34.98476288036254,0, #ドーナツ
ミスタードーナツ 佐伯ショップ,2020-05-14,大分県,131.90136441291725,32.944126980921986,0, #ドーナツ
フロレスタ セルバテラス店,2020-05-09,宮城県,140.88083472353205,38.32433174566297,0, #ドーナツ
ミスタードーナツさんすて岡山ショップ,2020-03-15,岡山県,133.91559661582664,34.66555758044354,0, #ドーナツ
BAGEL&BAGELエキュート赤羽店,2020-03-15,東京都,139.71900181584877,35.777377080171966,0, #ドーナツ
ミスタードーナツ 水俣ショップ,2020-03-15,熊本県,130.3994343157801,32.2102349811468,0, #ドーナツ
アイフーズ 本社工場店,2020-03-14,埼玉県,139.4709658292613,35.86299399875955,0, #ドーナツ
ミスタードーナツ イズミヤ堅田ショップ,2020-03-07,滋賀県,135.92016551583566,35.12603638032752,0, #ドーナツ
ミスタードーナツ 沼津駅前ショップ,2020-02-29,静岡県,138.85815729726636,35.10215147008053,0, #ドーナツ
フロレスタJR 大久保駅前店,2020-02-20,兵庫県,134.9391368292599,34.68273699877746,0, #ドーナツ
ミスタードーナツ本荘ショップ,2020-02-18,秋田県,140.05098847010984,39.39095732380175,0, #ドーナツ
ミスタードーナツ十条駅前ショップ,2020-02-14,東京都,139.72136570581918,35.76050778017585,0, #ドーナツ
BAGEL&BAGEL青森ELM店,2020-02-13,青森県,140.45456761954202,40.798267819616086,0, #ドーナツ
はらドーナッツ+カフェ丸井ファミリー海老名店,2020-02-11,神奈川県,139.39335002372567,35.45265588636713,0, #ドーナツ
ミスタードーナツ池袋ショッピングパークショップ,2020-02-09,東京都,139.71195841547313,35.73043239770645,0, #ドーナツ
ミスタードーナツ 天王町ショップ,2020-02-02,神奈川県,139.59920620581318,35.457733080246996,0, #ドーナツ
ミスタードーナツ スーパーアークス菊水ショップ,2020-01-27,北海道,141.37821233540356,43.053148735083745,0, #ドーナツ
ミスタードーナツ 大分光吉ショップ,2020-01-10,大分県,131.60636582925815,33.19952999880294,0, #ドーナツ
ミスタードーナツ アルティショップ,2020-01-03,岡山県,133.74378582781137,35.08021398033882,0, #ドーナツ
ミスタードーナツ 荻窪ショップ,2019-12-31,東京都,-1,-1,0, #ドーナツ
ミスタードーナツ 塚口駅前ショップ,2019-12-27,兵庫県,135.41455082925998,34.75351699877629,0, #ドーナツ
ミスタードーナツ秋田南ショップ,2019-12-27,秋田県,140.1092683904375,39.70425426475217,0, #ドーナツ
ミスタードーナツ イズミヤ若江岩田ショップ,2019-12-26,大阪府,135.6009435037533,34.661725758867405,0, #ドーナツ
クリスピー・クリーム・ドーナツ アスナル金山店,2019-12-25,愛知県,136.9009963620224,35.14411822573751,0, #ドーナツ
ミスタードーナツ フジグラン山口ショップ,2019-11-10,山口県,131.4358253287114,34.1376331684471,0, #ドーナツ
フロレスタ高横須賀店,2019-11-03,愛知県,136.8912303151976,35.012813980355524,0, #ドーナツ
ミスタードーナツフォレストモール新前橋ショップ,2019-10-29,群馬県,139.04425450677098,36.376497966786935,0, #ドーナツ
はらドーナッツルミネ北千住店,2019-10-06,東京都,139.8043610292613,35.74997529876117,0, #ドーナツ
88ベーグル 南与野店,2019-10-03,埼玉県,139.62770641315677,35.86834388015115,0, #ドーナツ
88ベーグル 蕨店,2019-10-03,埼玉県,139.6875191058206,35.82707968016054,0, #ドーナツ
BAGEL&BAGEL City巣鴨店,2019-09-29,東京都,139.7412092067703,35.731451967020476,0, #ドーナツ
ミスタードーナツ盛岡フェザンショップ,2019-09-22,岩手県,141.13548061412615,39.7027714659711,0, #ドーナツ
ホームメイドドーナツ ルラーシュ,2019-09-10,福島県,140.3703548292633,37.36960099873968,0, #ドーナツ
ミスタードーナツ京橋ショップ,2019-09-03,大阪府,135.53072001582726,34.69616048043582,0, #ドーナツ
ミスタードーナツ 小田原ラスカショップ,2019-09-01,神奈川県,139.15561482926057,35.25586799876851,0, #ドーナツ
ミスタードーナツ イオン所沢 ショップ,2019-09-01,埼玉県,139.4699632430344,35.78927187787485,0, #ドーナツ
ミスタードーナツ 上福岡東ショップ,2019-09-01,埼玉県,139.51831051331916,35.88038021816112,0, #ドーナツ
BAGEL&BAGELペリエ海浜幕張店,2019-08-30,千葉県,140.0415888292611,35.64822799876263,0, #ドーナツ
ミスタードーナツサンリブ古賀ショップ,2019-08-23,福岡県,130.46610341546858,33.734282997765625,0, #ドーナツ
ミスタードーナツ中央林間駅ビルショップ,2019-08-15,神奈川県,139.44433739567899,35.50741281622038,0, #ドーナツ
ミスタードーナツ千里セルシーショップ,2019-08-08,大阪府,135.4955174563937,34.80883360695053,0, #ドーナツ
ミスタードーナツ 国立大学通りショップ,2019-07-27,東京都,139.44690340676186,35.69764916703709,0, #ドーナツ
ミスタードーナツ竹の塚ショップ,2019-07-04,東京都,139.79381082926125,35.794346998760496,0, #ドーナツ
ミスタードーナツ 三国ケ丘ショップ,2019-07-01,大阪府,135.4932348973392,34.56525293978789,0, #ドーナツ
ミスタードーナツ福島西口ショップ,2019-07-01,福島県,140.45676872940155,37.75392281530708,0, #ドーナツ
ミスタードーナツ みなとみらいステーションコアショップ,2019-06-24,神奈川県,139.6333360602292,35.45694846485293,0, #ドーナツ
ミスタードーナツ アピタ大和郡山ショップ,2019-06-11,奈良県,135.76707236582604,34.641874780449506,0, #ドーナツ
ミスタードーナツベイシア滑川ショップ,2019-06-05,埼玉県,139.36755225789273,36.05947507016136,0, #ドーナツ
BAGEL&BAGEL ウィング川崎店,2019-05-14,神奈川県,139.70032831408975,35.53218246725092,0, #ドーナツ
BAGEL & BAGEL City  沼津店,2019-05-07,静岡県,138.85865547099695,35.107454355871795,0, #ドーナツ
ミスタードーナツ 松本ショップ,2019-05-03,長野県,137.96819082926177,36.23193299875436,0, #ドーナツ
ミスタードーナツ JR高松ショップ,2019-04-15,香川県,134.04623382925945,34.351189998782864,0, #ドーナツ
フロレスタ堺店,2019-04-09,大阪府,135.4968609067548,34.529605067517764,0, #ドーナツ
ミスタードーナツ 伊万里ショップ,2019-04-09,佐賀県,129.86665782925817,33.27748099880147,0, #ドーナツ
ミスタードーナツ ショッパーズプラザ横須賀ショップ,2019-04-03,神奈川県,139.6617667638967,35.28321470379238,0, #ドーナツ
ミスタードーナツ 三次サングリーンショップ,2019-04-01,広島県,132.8590975140809,34.80426326754845,0, #ドーナツ
ミスタードーナツ 丸亀ショップ,2019-04-01,香川県,133.78783182925943,34.260668998784396,0, #ドーナツ
ミスタードーナツ イオンタウン天理ショップ,2019-04-01,奈良県,135.82431182871562,34.59069656825105,0, #ドーナツ
ミスタードーナツ 十三西口ショップ,2019-03-25,大阪府,135.48060782925995,34.719538998776876,0, #ドーナツ
フロレスタ新潟万代シティ店,2019-03-23,新潟県,139.05530371410137,37.91630016643655,0, #ドーナツ
ジュノエスクベーグルショップ 博多阪急店,2019-03-09,福岡県,130.42043619548605,33.59032492893787,0, #ドーナツ
ミスタードーナツ 岩国ショップ,2019-03-06,山口県,132.2237567873295,34.17181684417605,0, #ドーナツ
ミスタードーナツ 今津リプルショップ,2019-03-03,滋賀県,136.03595591584124,35.40510148025957,0, #ドーナツ
サザンメイドカフェ太田店,2019-02-25,群馬県,139.37981827941215,36.26695340533141,0, #ドーナツ
ミスタードーナツ アルプラザ栗東ショップ,2019-02-25,滋賀県,135.9814479140832,35.036601067453155,0, #ドーナツ
クリスピー・クリーム・ドーナツ ピエリ守山店,2019-02-18,滋賀県,135.9447225065186,35.122614855916176,0, #ドーナツ
ミスタードーナツ 堺東 ショップ,2019-02-18,大阪府,135.48370280675465,34.5751423674938,0, #ドーナツ
クリスピー・クリーム・ドーナツ ルクア大阪店,2019-02-16,大阪府,135.4928073158272,34.70311428043394,0, #ドーナツ
Arnoldsアーノルド 吉祥寺店 ‏,2019-02-16,東京都,139.57687010676213,35.704860967027045,0, #ドーナツ
ミスタードーナツ JR西国分寺 ショップ,2019-02-10,東京都,139.46544291409685,35.69981376718955,0, #ドーナツ
ミスタードーナツ長岡駅前ショップ,2019-02-08,新潟県,138.85231954451604,37.44781655946428,0, #ドーナツ
ミスタードーナツ アピタ松阪三雲ショップ,2019-02-08,三重県,136.51825111582548,34.60418208045945,0, #ドーナツ
ミスタードーナツ 今津リプルショップ,2019-02-06,滋賀県,136.03595591584124,35.40510148025957,0, #ドーナツ
ミスタードーナツ 湘南シティショップ,2019-02-01,神奈川県,139.3578794140913,35.32889396734071,0, #ドーナツ
ミスタードーナツ グリーンシティ高橋ショップ,2019-02-01,愛知県,137.18220391583512,35.08775608033699,0, #ドーナツ
ミスタードーナツ 吉塚パピヨンショップ,2019-02-01,福岡県,130.42061221407977,33.602228868085994,0, #ドーナツ
ミスタードーナツ 勝田ショップ,2019-01-27,茨城県,140.54191001408756,36.395442766933755,0, #ドーナツ
ミスタードーナツ アルプラザ宇治東ショップ,2019-01-27,京都府,135.8005034158312,34.90214208038332,0, #ドーナツ
ミスタードーナツイオンモール京都五条ショップ,2019-01-26,京都府,135.7261499578895,34.99736177053801,0, #ドーナツ
ミスタードーナツ サンキュー出水ショップ,2019-01-25,鹿児島県,130.34521925863626,32.102423700247485,0, #ドーナツ
ミスタードーナツ MV伊豆下田ショップ,2019-01-20,静岡県,138.94326782871735,34.68195651821521,0, #ドーナツ
ミスタードーナツ上野ショップ,2019-01-20,東京都,139.77354201408815,35.7093237671812,0, #ドーナツ
ミスタードーナツ イオン金沢ショップ,2019-01-19,石川県,136.67919831586568,36.617314979986766,0, #ドーナツ
ミスタードーナツ イオンタウン塩釜ショップ,2019-01-19,宮城県,141.02398792874345,38.31863686695764,0, #ドーナツ
ミスタードーナツ サンキュー小林ショップ,2019-01-19,宮崎県,130.99631919154416,31.98158173044572,0, #ドーナツ
クリスピー・クリーム・ドーナツ なんばCITY本館北店,2019-01-16,大阪府,135.50147301408882,34.66366046761116,0, #ドーナツ
ミスタードーナツ北浦和ショップ,2019-01-14,埼玉県,139.64409482926135,35.87132799875942,0, #ドーナツ
BAGEL & BAGEL なんばパークス店,2019-01-12,大阪府,135.49961071582646,34.66179128044436,0, #ドーナツ
ミスタードーナツ 大野ヴィオショップ,2019-01-11,福井県,136.4787530634515,35.973685419173385,0, #ドーナツ
ミスタードーナツ アリオ亀有ショップ,2019-01-09,東京都,139.852482554557,35.76385550090613,0, #ドーナツ
ミスタードーナツアルプラザ香里園ショップ,2019-01-08,大阪府,135.62309090383764,34.783125673256144,0, #ドーナツ
ミスタードーナツららぽーと柏の葉ショップ,2019-01-06,千葉県,139.94885455123554,35.89367312580063,0, #ドーナツ
ミスタードーナツ和歌山岩出ショップ,2019-01-04,和歌山県,135.31055956426167,34.26033036830184,0, #ドーナツ
ミスタードーナツ 河辺とうきゅうショップ,2018-12-30,東京都,139.285150488147,35.78502308668116,0, #ドーナツ
ミスタードーナツイオン小樽ショップ,2018-12-30,北海道,141.02202980580697,43.18441475602895,0, #ドーナツ
ミスタードーナツ 天文館千日ショップ,2018-12-29,鹿児島県,130.55415697105892,31.590023669045994,0, #ドーナツ
ミスタードーナツ イオン成田ショップ,2018-12-28,千葉県,140.31771525556692,35.79567621293324,0, #ドーナツ
クリスピー・クリーム・ドーナツ アリオ八尾店,2018-12-27,大阪府,135.60363807998465,34.632840680547694,0, #ドーナツ
クリスピー・クリーム・ドーナツ アリオ亀有店,2018-12-27,東京都,139.8497333800107,35.76464718027203,0, #ドーナツ
ミスタードーナツ イオンモール東浦ショップ,2018-12-18,愛知県,-1,-1,0, #ドーナツ
ミスタードーナツ榛原駅前ショップ,2018-12-17,奈良県,135.9544238383092,34.52949780863276,0, #ドーナツ
ジュノエスクベーグルショップ 伊勢丹新宿,2018-12-01,東京都,139.7043477786177,35.69163756507666,0, #ドーナツ
ミスタードーナツ タイヨー花棚ショップ,2018-12-01,鹿児島県,130.56844162008883,31.653789259460552,0, #ドーナツ
